#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_398	157518	7	N	N	1	*	*,398,*
contig_114	156343	13	N	N	1	*	114,-122,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121
contig_798	152947	7	N	N	1	*	798,*
contig_888	150331	8	N	N	1	*	*,888,*
contig_350	148724	6	N	N	1	*	*,350,*
contig_858	142274	9	N	N	1	*	858,*
contig_188	141130	8	N	N	1	*	188
contig_59	139937	7	N	N	1	*	*,59
contig_517	139709	4	N	N	1	*	*,517,*
contig_572	139304	7	N	N	1	*	*,572,*
contig_94	137034	14	N	N	1	*	105,106,-102,94,-122,-121,-121,-121,-121,-121,-121,-121,-121,-111
contig_904	134384	358	N	N	3	*	524,904,521,524
contig_5	132503	4	N	N	1	*	*,5,*
contig_559	125133	4	N	N	1	*	*,559,*
contig_489	123439	12	N	N	1	*	*,489
contig_71	122428	7	N	N	1	*	71,-135
contig_892	122090	12	N	N	1	*	892,-902
contig_486	120316	7	N	N	1	*	*,486,*
contig_29	119563	7	N	N	1	*	-131,29
contig_447	118393	8	N	N	1	*	*,447,*
contig_145	118111	8	N	N	1	*	303,302,145,*
contig_697	114910	6	N	N	1	*	*,697,*
contig_886	114636	7	N	N	1	*	902,886,*
contig_523	111909	360	N	N	3	*	524,523,524
contig_69	111766	5	N	N	1	*	69,*
contig_388	111326	4	N	N	1	*	*,388,*
contig_895	109452	187	Y	N	2	*	895
contig_110	108884	12	N	N	1	*	-102,87,92,110
contig_468	104747	3	N	N	1	*	*,468,*
contig_108	104176	13	N	N	1	*	86,91,103,104,108,-122,-121,-121,-121,-121,-121,-121,-121,-121
contig_420	102926	4	N	N	1	*	*,420,*
contig_32	98151	6	N	N	1	*	*,32,*
contig_452	97838	4	N	N	1	*	*,452,*
contig_282	96654	5	N	N	1	*	*,282,*
contig_422	94734	5	N	N	1	*	*,422,*
contig_26	93396	6	N	N	1	*	*,26
contig_74	91819	10	N	N	1	*	74,*
contig_569	91305	3	N	N	1	*	*,569,*
contig_304	90916	6	N	N	1	*	302,303,304,*
contig_558	90463	5	N	N	1	*	*,558,*
contig_462	88761	7	N	N	1	*	*,462,*
contig_449	86822	4	N	N	1	*	*,449,*
contig_432	85680	7	N	N	1	*	*,429,432,*
contig_857	84065	8	N	N	1	*	857,*
contig_408	83255	4	N	N	1	*	*,408,*
contig_631	82700	4	N	N	1	*	*,631,*
contig_484	82370	8	N	N	1	*	*,484,*
contig_418	82127	3	N	N	1	*	*,418,*
contig_354	82005	3	N	N	1	*	*,354,*
contig_209	81649	10	N	N	1	*	*,209,*
contig_870	81456	12	N	N	1	*	198,200,870
contig_912	80278	189	Y	N	2	*	912
contig_142	79773	3	N	N	1	*	*,142,*
contig_903	78902	4	N	N	1	*	*,903,*
contig_887	77093	4	N	N	1	*	*,887,*
contig_196	76492	17	N	N	1	*	-198,196,*
contig_448	76212	6	N	N	1	*	*,448,*
contig_547	75971	6	N	N	1	*	*,547,*
contig_263	75352	7	N	N	1	*	247,248,249,251,263,*
contig_492	73907	4	N	N	1	*	*,492,*
contig_113	72116	9	N	N	1	*	*,113,*
contig_39	72086	4	N	N	1	*	*,39,*
contig_325	71887	3	N	N	1	*	*,325,*
contig_537	71211	6	N	N	1	*	*,537,*
contig_782	70752	4	N	N	1	*	*,782,*
contig_240	70455	7	N	N	1	*	*,240,*
contig_316	70249	5	N	N	1	*	*,316,*
contig_214	66931	8	N	N	1	*	*,214,*
contig_511	66716	3	N	N	1	*	*,511,*
contig_213	66346	8	N	N	1	*	*,213,*
contig_167	66202	7	N	N	1	*	*,167,*
contig_254	65289	8	N	N	1	*	247,247,247,249,254,*
contig_898	65132	5	N	N	1	*	*,898,*
contig_643	64586	3	N	N	1	*	*,643,*
contig_732	64251	5	N	N	1	*	*,732,*
contig_115	63608	12	N	N	1	*	115,-122,-121,-121,-121
contig_536	63565	4	N	N	1	*	*,536,*
contig_678	63176	4	N	N	1	*	*,678,*
contig_450	61836	8	N	N	1	*	*,450,*
contig_600	61495	5	N	N	1	*	*,600,*
contig_310	61418	4	N	N	1	*	*,310,*
contig_272	61359	5	N	N	1	*	272,*
contig_423	61305	12	N	N	1	*	*,894,423,*
contig_461	61226	5	N	N	1	*	*,461,*
contig_520	60796	4	N	N	1	*	*,520,*
contig_581	60329	4	N	N	1	*	*,581,*
contig_478	60164	8	N	N	1	*	*,478,*
contig_384	59794	5	N	N	1	*	*,384,*
contig_666	59653	4	N	N	1	*	*,666,*
contig_532	59611	3	N	N	1	*	*,532,*
contig_410	59201	5	N	N	1	*	*,410,*
contig_869	59074	12	N	N	1	*	-198,869
contig_219	58875	5	N	N	1	*	*,219,*
contig_649	58866	4	N	N	1	*	*,649,*
contig_406	58664	4	N	N	1	*	*,406,*
contig_526	58607	8	N	N	1	*	*,526,*
contig_431	58511	9	N	N	1	*	*,429,431,*
contig_575	58031	4	N	N	1	*	*,575,*
contig_475	58007	3	N	N	1	*	*,475,*
contig_499	56448	7	N	N	1	*	*,499,*
contig_768	56365	4	N	N	1	*	*,768,*
contig_840	56325	4	N	N	1	*	*,840,*
contig_393	55324	4	N	N	1	*	*,393,*
contig_296	55082	3	N	N	1	*	*,296,*
contig_593	54704	3	N	N	1	*	*,593,*
contig_190	54266	4	N	N	1	*	-867,190,*
contig_34	54250	4	N	N	1	*	34,*
contig_41	53915	4	N	N	1	*	41,*
contig_923	53828	7	N	N	1	*	*,923,*
contig_859	53422	5	N	N	1	*	*,859,*
contig_609	53236	4	N	N	1	*	*,609,*
contig_901	53029	12	N	N	1	*	*,901,*
contig_802	52874	4	N	N	1	*	*,802,*
contig_519	52548	4	N	N	1	*	*,519,*
contig_446	52258	4	N	N	1	*	*,446,*
contig_672	52112	4	N	N	1	*	*,672,*
contig_908	51930	5	N	N	1	*	*,908,*
contig_345	51774	4	N	N	1	*	*,344,345,*
contig_855	51449	8	N	N	1	*	855
contig_373	51400	4	N	N	1	*	*,373,*
contig_730	51322	4	N	N	1	*	*,730,*
contig_224	51194	4	N	N	1	*	*,224,*
contig_439	50068	4	N	N	1	*	*,439,*
contig_396	50040	5	N	N	1	*	*,396,*
contig_650	49490	9	N	N	1	*	*,914,650,-914,*
contig_635	49445	6	N	N	1	*	*,635,*
contig_915	49202	165	Y	N	1	*	915
contig_554	49098	5	N	N	1	*	*,554,*
contig_370	48753	5	N	N	1	*	*,370,*
contig_509	48163	4	N	N	1	*	*,509,*
contig_676	48098	5	N	N	1	*	*,676,*
contig_890	48092	4	N	N	1	*	*,890,*
contig_357	48079	4	N	N	1	*	*,357,*
contig_533	47910	3	N	N	1	*	*,533,*
contig_555	47782	4	N	N	1	*	*,555,*
contig_921	47321	4	N	N	1	*	*,921,*
contig_471	47169	4	N	N	1	*	*,471,*
contig_497	46804	5	N	N	1	*	*,497,*
contig_413	46668	3	N	N	1	*	*,893,413,*
contig_516	46418	4	N	N	1	*	*,516,*
contig_78	46373	8	N	N	1	*	*,78,*
contig_607	46255	3	N	N	1	*	*,607,*
contig_269	46176	4	N	N	1	*	*,269,*
contig_348	45258	4	N	N	1	*	*,348,*
contig_565	44887	4	N	N	1	*	*,565,*
contig_739	44681	3	N	N	1	*	*,739,*
contig_688	44670	4	N	N	1	*	*,688,*
contig_875	44647	4	N	N	1	*	*,875,*
contig_574	43983	4	N	N	1	*	*,574,*
contig_425	43275	3	N	N	1	*	*,425,*
contig_522	43257	375	N	N	3	*	524,522,521,524
contig_135	42679	11	N	Y	1	*	135
contig_879	42572	4	N	N	1	*	*,879,*
contig_35	42340	6	N	N	1	*	35,*
contig_443	41929	5	N	N	1	*	*,443,*
contig_327	41773	4	N	N	1	*	327,*
contig_773	41752	3	N	N	1	*	*,773,*
contig_918	41712	3	N	N	1	*	*,918,*
contig_611	41698	5	N	N	1	*	*,611,*
contig_27	41262	4	N	N	1	*	27,*
contig_389	40804	6	N	N	1	*	*,389,*
contig_614	40764	4	N	N	1	*	*,614,*
contig_580	40650	3	N	N	1	*	*,580,*
contig_36	40578	7	N	N	1	*	36,*
contig_599	40447	3	N	N	1	*	*,599,*
contig_681	40351	4	N	N	1	*	*,681,*
contig_873	40316	3	N	N	1	*	*,873,*
contig_911	40296	4	N	N	1	*	*,911,*
contig_130	40278	4	N	N	1	*	*,130,*
contig_455	40120	3	N	N	1	*	*,455,*
contig_445	40042	4	N	N	1	*	*,445,*
contig_344	39920	4	N	Y	1	*	*,344
contig_505	39421	7	N	N	1	*	*,505,*
contig_592	39367	4	N	N	1	*	*,592,*
contig_723	39354	4	N	N	1	*	*,723,*
contig_618	39334	4	N	N	1	*	*,618,*
contig_362	39310	5	N	N	1	*	*,362,*
contig_44	39000	4	N	N	1	*	*,44,*
contig_291	38598	3	N	N	1	*	*,291,*
contig_460	38329	8	N	N	1	*	*,460,*
contig_233	38167	3	N	N	1	*	*,233,*
contig_500	38082	4	N	N	1	*	*,500,*
contig_585	38071	3	N	N	1	*	*,585,*
contig_498	38022	4	N	N	1	*	*,498,*
contig_156	37985	6	N	N	1	*	*,156,*
contig_722	37850	3	N	N	1	*	*,722,*
contig_493	37807	4	N	N	1	*	*,493,*
contig_502	37778	4	N	N	1	*	*,502,*
contig_675	37271	4	N	N	1	*	*,675,*
contig_589	36635	4	N	N	1	*	*,589,*
contig_367	36454	5	N	N	1	*	*,367,*
contig_673	36267	3	N	N	1	*	*,673,*
contig_31	36255	8	N	N	1	*	31,*
contig_541	35970	4	N	N	1	*	*,541,*
contig_454	35863	5	N	N	1	*	*,454,*
contig_542	35823	6	N	N	1	*	*,542,*
contig_257	35564	8	N	N	1	*	247,249,257,*
contig_467	35530	4	N	N	1	*	*,467,*
contig_862	35501	13	N	N	1	*	862
contig_603	35400	799	N	Y	7	*	603
contig_667	35154	5	N	N	1	*	*,667,*
contig_588	35025	4	N	N	1	*	588,*
contig_757	35019	4	N	N	1	*	*,757,*
contig_346	34960	3	N	N	1	*	*,344,346,*
contig_267	34876	4	N	N	1	*	*,267,*
contig_531	34834	3	N	N	1	*	*,531,*
contig_715	34784	3	N	N	1	*	*,715,*
contig_336	34759	4	N	N	1	*	*,336,*
contig_169	34506	3	N	N	1	*	*,169,*
contig_568	34499	3	N	N	1	*	*,568,*
contig_832	34378	3	N	N	1	*	*,832,*
contig_191	34323	7	N	N	1	*	-867,191,*
contig_496	34286	4	N	N	1	*	*,496,*
contig_637	34276	4	N	N	1	*	*,637,*
contig_913	33951	4	N	N	1	*	*,913,*
contig_435	33935	4	N	N	1	*	*,435,*
contig_587	33909	5	N	N	1	*	*,587
contig_754	33621	3	N	N	1	*	*,754,*
contig_512	33535	4	N	N	1	*	*,512,*
contig_412	33319	4	N	N	1	*	*,412,*
contig_255	33312	4	N	N	1	*	249,255,*
contig_827	32994	3	N	N	1	*	*,827,*
contig_300	32975	4	N	N	1	*	300,*
contig_545	32935	4	N	N	1	*	*,545,*
contig_515	32761	4	N	N	1	*	*,515,*
contig_504	32702	3	N	N	1	*	*,504,*
contig_193	32637	6	N	N	1	*	*,193,-251,-185
contig_917	32548	370	Y	N	3	*	917
contig_699	32373	3	N	N	1	*	*,699,*
contig_648	32272	6	N	N	1	*	*,648,*
contig_376	32266	4	N	N	1	*	*,376,*
contig_646	31938	4	N	N	1	*	*,646,*
contig_821	31931	4	N	N	1	*	*,821,*
contig_636	31881	3	N	N	1	*	*,636,*
contig_776	31572	3	N	N	1	*	*,776,*
contig_14	31350	9	N	N	1	*	*,14,*
contig_33	31302	4	N	N	1	*	33,*
contig_488	31061	4	N	N	1	*	*,488,*
contig_651	30974	4	N	N	1	*	*,651,*
contig_807	30959	3	N	N	1	*	*,807,*
contig_518	30870	3	N	N	1	*	*,518,*
contig_6	30858	4	N	N	1	*	*,6,*
contig_645	30852	4	N	N	1	*	*,645,*
contig_437	30636	3	N	N	1	*	*,437,*
contig_570	30624	4	N	N	1	*	*,570,*
contig_414	30568	4	N	N	1	*	*,893,414,*
contig_625	30566	3	N	N	1	*	*,625,*
contig_744	30339	5	N	N	1	*	*,744,*
contig_721	30044	3	N	N	1	*	*,721,*
contig_656	29711	3	N	N	1	*	*,656,*
contig_623	29644	3	N	N	1	*	*,623,*
contig_442	29448	3	N	N	1	*	*,442,*
contig_683	29395	4	N	N	1	*	*,683,*
contig_762	29363	5	N	N	1	*	*,762,*
contig_84	29362	3	N	N	1	*	*,84,*
contig_186	29352	3	N	N	1	*	174,174,177,177,171,172,176,173,173,173,174,174,186,*
contig_877	29334	4	N	N	1	*	*,877,*
contig_563	29279	3	N	N	1	*	*,563,*
contig_56	29250	5	N	N	1	*	*,56,*
contig_733	29172	3	N	N	1	*	*,733,*
contig_712	28930	4	N	N	1	*	*,712,*
contig_718	28925	4	N	N	1	*	*,718,*
contig_845	28877	3	N	N	1	*	*,845,*
contig_429	28827	7	N	Y	1	*	*,429
contig_392	28800	4	N	N	1	*	*,392,*
contig_7	28597	4	N	N	1	*	*,7,*
contig_924	28555	3	N	N	1	*	*,924,*
contig_332	28306	5	N	N	1	*	332,*
contig_781	28159	4	N	N	1	*	*,781,*
contig_561	27745	3	N	N	1	*	*,561,*
contig_472	27628	4	N	N	1	*	*,472,*
contig_791	27473	4	N	N	1	*	*,791,*
contig_464	27418	3	N	N	1	*	*,464,*
contig_725	27397	3	N	N	1	*	*,725,*
contig_742	27288	3	N	N	1	*	*,742,*
contig_3	27273	6	N	N	1	*	*,3,*
contig_527	27074	3	N	N	1	*	*,527,*
contig_237	27011	14	N	N	1	*	*,237,*
contig_341	26932	4	N	N	1	*	*,341,*
contig_689	26591	4	N	N	1	*	*,689,*
contig_419	26223	4	N	N	1	*	*,419,*
contig_147	26142	3	N	N	1	*	*,147,*
contig_288	26124	5	N	N	1	*	*,288,*
contig_433	26089	4	N	N	1	*	*,433,*
contig_717	25834	3	N	N	1	*	*,717,*
contig_786	25775	6	N	N	1	*	*,786,*
contig_436	25497	3	N	N	1	*	*,436,*
contig_51	25448	6	N	N	1	*	51,*
contig_693	25446	3	N	N	1	*	*,693,*
contig_698	25337	4	N	N	1	*	*,698,*
contig_694	25254	4	N	N	1	*	*,694,*
contig_724	25232	4	N	N	1	*	*,724,*
contig_628	25151	3	N	N	1	*	*,628,*
contig_543	25115	4	N	N	1	*	*,543,*
contig_578	25084	5	N	N	1	*	*,578,*
contig_659	24881	6	N	N	1	*	*,659,*
contig_735	24824	4	N	N	1	*	*,735,*
contig_582	24719	3	N	N	1	*	*,582,*
contig_885	24590	4	N	N	1	*	885,*
contig_872	24563	5	N	N	1	*	*,872,*
contig_53	24547	4	N	N	1	*	53,*
contig_387	24457	4	N	N	1	*	*,387,*
contig_15	24451	6	N	N	1	*	*,15,*
contig_709	24433	4	N	N	1	*	*,709,*
contig_692	24395	4	N	N	1	*	*,692,*
contig_49	24369	7	N	N	1	*	152,49,-528,*
contig_899	24320	5	N	N	1	*	135,899,*
contig_841	24311	3	N	N	1	*	*,841,*
contig_139	24282	4	N	N	1	*	*,139,*
contig_440	24207	4	N	N	1	*	*,440,*
contig_640	24070	4	N	N	1	*	*,640,*
contig_677	23926	4	N	N	1	*	*,677,*
contig_846	23772	3	N	N	1	*	*,846,*
contig_456	23751	5	N	N	1	*	*,456,*
contig_621	23616	5	N	N	1	*	*,621,*
contig_647	23541	3	N	N	1	*	*,647,*
contig_457	23486	8	N	N	1	*	135,457
contig_851	23219	7	N	N	1	*	851
contig_907	23101	4	N	N	1	*	*,907,*
contig_660	23100	5	N	N	1	*	*,660,*
contig_212	22984	5	N	N	1	*	*,212,*
contig_528	22771	6	N	Y	1	*	*,528
contig_748	22701	4	N	N	1	*	*,748,*
contig_684	22590	9	N	N	1	*	*,684,*
contig_226	22583	3	N	N	1	*	*,226,*
contig_822	22417	4	N	N	1	*	*,822,*
contig_67	22407	5	N	N	1	*	67,*
contig_679	22330	3	N	N	1	*	*,679,*
contig_654	22226	3	N	N	1	*	*,654,*
contig_760	22047	4	N	N	1	*	*,760,*
contig_711	21991	4	N	N	1	*	*,711,*
contig_513	21843	3	N	N	1	*	*,513,*
contig_613	21840	4	N	N	1	*	*,613,*
contig_787	21744	4	N	N	1	*	*,787,*
contig_466	21726	3	N	N	1	*	*,466,*
contig_820	21660	3	N	N	1	*	*,820,*
contig_253	21621	10	N	N	1	*	*,253,326
contig_644	21599	3	N	N	1	*	*,644,*
contig_922	21549	6	N	N	1	*	*,922,*
contig_708	21547	4	N	N	1	*	*,708,*
contig_4	21451	5	N	N	1	*	*,4,*
contig_24	21419	6	N	N	1	*	24,*
contig_37	21388	8	N	N	1	*	37,*
contig_828	21214	4	N	N	1	*	*,828,*
contig_556	21104	3	N	N	1	*	*,556,*
contig_817	21064	3	N	N	1	*	*,817,*
contig_149	21020	5	N	N	1	*	*,149,*
contig_691	20994	5	N	N	1	*	*,691,*
contig_204	20749	3	N	N	1	*	*,204,*
contig_544	20724	4	N	N	1	*	*,544,*
contig_874	20433	3	N	N	1	*	*,874,*
contig_763	20406	3	N	N	1	*	*,763,*
contig_866	20347	3	N	N	1	*	*,866,*
contig_639	20337	3	N	N	1	*	*,639,*
contig_80	20291	5	N	N	1	*	*,80,*
contig_77	20207	3	N	N	1	*	*,77,*
contig_194	20100	4	N	N	1	*	*,194,*
contig_871	20050	6	N	N	1	*	*,871,*
contig_366	20020	4	N	N	1	*	*,366,*
contig_714	19959	5	N	N	1	*	*,714,*
contig_399	19955	19	N	Y	1	*	399
contig_893	19787	8	N	Y	1	*	*,893
contig_756	19769	4	N	N	1	*	*,756,*
contig_837	19718	3	N	N	1	*	*,837,*
contig_920	19686	4	N	N	1	*	*,920,*
contig_579	19549	4	N	N	1	*	*,579,*
contig_799	19344	4	N	N	1	*	*,799,*
contig_839	19245	4	N	N	1	*	*,839,*
contig_737	19185	4	N	N	1	*	*,737,*
contig_76	19046	3	N	N	1	*	*,76,*
contig_534	19022	4	N	N	1	*	*,534,*
contig_729	18952	3	N	N	1	*	*,729,*
contig_696	18930	4	N	N	1	*	*,696,*
contig_374	18809	4	N	N	1	*	*,374,*
contig_567	18803	3	N	N	1	*	*,567,*
contig_824	18779	4	N	N	1	*	*,824,*
contig_785	18737	5	N	N	1	*	*,785,*
contig_916	18619	877	Y	N	7	*	916
contig_506	18603	4	N	N	1	*	*,506,*
contig_789	18478	5	N	N	1	*	*,789,*
contig_882	18450	6	N	N	1	*	*,882,*
contig_591	18424	4	N	N	1	*	*,591,*
contig_809	18362	3	N	N	1	*	*,809,*
contig_624	18133	3	N	N	1	*	*,624,*
contig_829	18099	5	N	N	1	*	*,829,*
contig_610	18074	3	N	N	1	*	*,610,*
contig_256	18020	5	N	N	1	*	*,256,*
contig_914	17988	7	N	Y	1	*	*,914
contig_276	17985	5	N	N	1	*	*,276,*
contig_372	17726	3	N	N	1	*	*,372,*
contig_608	17657	5	N	N	1	*	*,608,*
contig_503	17632	4	N	N	1	*	*,503,*
contig_706	17624	2	N	N	1	*	*,706,*
contig_812	17497	4	N	N	1	*	*,812,*
contig_238	17492	23	N	Y	1	*	238
contig_451	17376	3	N	N	1	*	*,451,*
contig_823	17325	4	N	N	1	*	*,823,*
contig_540	17324	5	N	N	1	*	*,540,*
contig_749	17272	4	N	N	1	*	*,749,*
contig_902	17243	12	N	Y	1	*	902
contig_806	17159	3	N	N	1	*	*,806,*
contig_83	17153	4	N	N	1	*	*,83,*
contig_601	17043	4	N	N	1	*	*,601,*
contig_847	16949	4	N	N	1	*	*,847,*
contig_192	16940	9	N	N	1	*	*,192,*
contig_566	16819	3	N	N	1	*	*,566,*
contig_283	16787	5	N	N	1	*	*,283,*
contig_795	16749	6	N	N	1	*	*,795,*
contig_598	16699	3	N	N	1	*	*,598,*
contig_284	16586	3	N	N	1	*	*,284,*
contig_453	16557	5	N	N	1	*	*,453,*
contig_633	16527	3	N	N	1	*	*,633,*
contig_835	16511	4	N	N	1	*	*,835,*
contig_93	16439	21	N	Y	1	*	93
contig_728	16339	3	N	N	1	*	*,728,*
contig_66	16311	4	N	N	1	*	*,66,*
contig_564	16242	3	N	N	1	*	*,564,*
contig_765	16150	5	N	N	1	*	*,765,*
contig_816	16147	3	N	N	1	*	*,816,*
contig_258	16135	8	N	N	1	*	*,258,*
contig_852	16089	4	N	N	1	*	*,852,*
contig_17	16076	3	N	N	1	*	*,17,*
contig_234	16013	4	N	N	1	*	*,234,*
contig_602	15904	6	N	N	1	*	*,602,*
contig_703	15893	3	N	N	1	*	*,703,*
contig_719	15861	4	N	N	1	*	*,719,*
contig_803	15844	6	N	N	1	*	*,803,*
contig_322	15836	3	N	N	1	*	*,322,*
contig_657	15794	4	N	N	1	*	*,657,*
contig_268	15766	3	N	N	1	*	*,268,*
contig_853	15739	10	N	N	1	*	*,853,*
contig_891	15730	4	N	N	1	*	*,891,*
contig_622	15698	3	N	N	1	*	*,622,*
contig_790	15634	3	N	N	1	*	*,790,*
contig_230	15601	4	N	N	1	*	*,230,*
contig_225	15560	5	N	N	1	*	*,225,*
contig_674	15441	3	N	N	1	*	*,674,*
contig_658	15432	4	N	N	1	*	*,658,*
contig_143	15416	4	N	N	1	*	*,143,*
contig_590	15390	3	N	N	1	*	*,590,*
contig_270	15389	3	N	N	1	*	*,270,*
contig_856	15240	10	N	N	1	*	*,856,*
contig_73	15236	4	N	N	1	*	*,73,*
contig_351	15185	3	N	N	1	*	*,351,*
contig_700	15117	4	N	N	1	*	*,700,*
contig_507	15096	4	N	N	1	*	*,507,*
contig_299	15088	3	N	N	1	*	*,299,*
contig_231	15026	6	N	N	1	*	*,231,*
contig_146	15019	3	N	N	1	*	*,146,*
contig_586	14992	3	N	N	1	*	*,586,*
contig_127	14983	12	N	N	1	*	111,121,121,121,121,121,121,121,121,122,127,596,902
contig_826	14945	5	N	N	1	*	*,826,*
contig_926	14932	4	N	N	1	*	*,926,*
contig_148	14898	5	N	N	1	*	*,148,*
contig_619	14876	3	N	N	1	*	*,619,*
contig_889	14845	4	N	N	1	*	*,889,*
contig_549	14805	3	N	N	1	*	*,549,*
contig_770	14765	5	N	N	1	*	*,770,*
contig_686	14731	6	N	N	1	*	*,686,*
contig_804	14564	3	N	N	1	*	*,804,*
contig_319	14563	3	N	N	1	*	*,319,*
contig_801	14476	5	N	N	1	*	*,801,*
contig_279	14416	4	N	N	1	*	*,279,*
contig_54	14415	5	N	N	1	*	*,54,*
contig_48	14411	5	N	N	1	*	*,48,*
contig_129	14389	3	N	N	1	*	*,129,*
contig_868	14377	3	N	N	1	*	-867,868,301
contig_909	14320	5	N	N	1	*	*,909,*
contig_772	14247	4	N	N	1	*	*,772,*
contig_61	14226	4	N	N	1	*	*,61,*
contig_716	14209	4	N	N	1	*	*,716,*
contig_769	14167	4	N	N	1	*	*,769,*
contig_814	14165	6	N	N	1	*	*,814,*
contig_825	14148	4	N	N	1	*	*,825,*
contig_281	14125	10	N	N	1	*	*,281,*
contig_1	14039	2930	Y	N	24	*	1
contig_434	14018	4	N	N	1	*	*,434,*
contig_883	13956	3	N	N	1	*	*,883,*
contig_140	13898	6	N	N	1	*	*,140,*
contig_228	13896	4	N	N	1	*	*,228,*
contig_710	13888	3	N	N	1	*	*,710,*
contig_849	13811	3	N	N	1	*	*,849,*
contig_702	13797	5	N	N	1	*	*,702,*
contig_490	13770	5	N	N	1	*	*,490,*
contig_734	13704	3	N	N	1	*	*,734,*
contig_792	13661	5	N	N	1	*	*,792,*
contig_571	13610	5	N	N	1	*	*,571,*
contig_615	13476	3	N	N	1	*	*,615,*
contig_339	13447	3	N	N	1	*	*,339,*
contig_668	13442	4	N	N	1	*	*,668,*
contig_713	13409	4	N	N	1	*	*,713,*
contig_811	13389	3	N	N	1	*	*,811,*
contig_287	13333	3	N	N	1	*	*,287,*
contig_99	13312	5	N	N	1	*	91,103,104,105,106,-102,89,99
contig_324	13312	3	N	N	1	*	*,324,*
contig_764	13285	4	N	N	1	*	*,764,*
contig_670	13271	3	N	N	1	*	*,670,*
contig_189	13208	5	N	N	1	*	-183,-178,189,-184
contig_854	13184	5	N	N	1	*	*,854,*
contig_470	13161	3	N	N	1	*	*,470,*
contig_759	13136	3	N	N	1	*	*,759,*
contig_747	13121	6	N	N	1	*	*,747,*
contig_774	13111	3	N	N	1	*	*,774,*
contig_356	13010	8	N	N	1	*	*,356,*
contig_896	12980	3	N	N	1	*	*,896,*
contig_815	12969	3	N	N	1	*	*,815,*
contig_671	12915	3	N	N	1	*	*,671,*
contig_777	12906	3	N	N	1	*	*,777,*
contig_50	12890	3	N	N	1	*	*,50,*
contig_753	12882	5	N	N	1	*	*,753,*
contig_745	12867	3	N	N	1	*	*,745,*
contig_597	12844	3	N	N	1	*	*,597,*
contig_652	12819	3	N	N	1	*	*,652,*
contig_818	12812	5	N	N	1	*	*,818,*
contig_315	12756	3	N	N	1	*	*,315,*
contig_894	12751	17	N	Y	1	*	*,894
contig_220	12732	4	N	N	1	*	*,220,*
contig_125	12508	12	N	N	1	*	111,121,121,121,121,121,121,121,121,121,122,125
contig_382	12446	4	N	N	1	*	*,382,*
