#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_265	77875	4	N	N	1	*	*,265,*
contig_106	76822	4	N	N	1	*	*,106,*
contig_4	76707	4	N	N	1	*	*,4,*
contig_120	76467	4	N	N	1	*	*,120,*
contig_58	75805	4	N	N	1	*	*,36,37,56,58,*
contig_154	75440	4	N	N	1	*	*,154,*
contig_175	73035	6	N	N	1	*	*,175,*
contig_136	72653	2	N	N	1	*	*,136,*
contig_224	71787	3	N	N	1	*	*,224,*
contig_221	70907	4	N	N	1	*	*,221,*
contig_277	70095	5	N	N	1	*	*,277,*
contig_225	69036	4	N	N	1	*	*,225,*
contig_77	67643	4	N	N	1	*	*,77,*
contig_73	67167	4	N	N	1	*	-71,73,*
contig_86	67006	3	N	N	1	*	*,86,*
contig_113	64605	5	N	N	1	*	*,113,*
contig_140	63371	5	N	N	1	*	*,140,*
contig_38	63334	3	N	N	1	*	*,38,*
contig_54	63034	5	N	N	1	*	*,54,*
contig_137	60223	3	N	N	1	*	*,137,*
contig_250	59795	3	N	N	1	*	*,250,*
contig_10	59685	4	N	N	1	*	*,10,*
contig_90	59091	4	N	N	1	*	*,90,*
contig_257	58557	4	N	N	1	*	*,257,*
contig_88	57814	3	N	N	1	*	*,88,*
contig_144	57249	3	N	N	1	*	*,144,*
contig_131	56693	3	N	N	1	*	*,131,*
contig_45	55733	5	N	N	1	*	*,45,*
contig_82	55544	4	N	N	1	*	71,82,*
contig_125	54307	5	N	N	1	*	*,125,*
contig_182	54279	4	N	N	1	*	*,182,*
contig_100	53591	5	N	N	1	*	*,100,*
contig_42	53027	6	N	N	1	*	*,42,*
contig_126	52979	5	N	N	1	*	*,126,*
contig_185	52135	3	N	N	1	*	*,185,*
contig_162	51956	4	N	N	1	*	*,162,*
contig_53	51226	5	N	N	1	*	*,53,*
contig_117	50906	4	N	N	1	*	*,117,*
contig_171	49901	4	N	N	1	*	*,171,*
contig_118	49893	4	N	N	1	*	*,118,*
contig_164	49804	4	N	N	1	*	*,164,*
contig_176	49584	4	N	N	1	*	*,176,*
contig_274	48944	5	N	N	1	*	*,274,*
contig_192	48488	3	N	N	1	*	*,192,*
contig_139	48334	3	N	N	1	*	*,139,*
contig_94	47730	4	N	N	1	*	*,94,*
contig_107	46090	3	N	N	1	*	*,107,*
contig_273	45540	4	N	N	1	*	*,273,*
contig_191	45441	5	N	N	1	*	*,191,*
contig_246	45388	4	N	N	1	*	*,246,*
contig_18	44938	4	N	N	1	*	*,18,*
contig_98	43336	4	N	N	1	*	*,98,*
contig_104	43306	4	N	N	1	*	*,104
contig_52	43288	3	N	N	1	*	*,52,*
contig_20	43243	3	N	N	1	*	*,20,*
contig_79	42845	4	N	N	1	*	71,79,*
contig_142	42673	4	N	N	1	*	*,142,*
contig_74	41980	3	N	N	1	*	-71,74,*
contig_67	41806	4	N	N	1	*	*,67,*
contig_68	41381	3	N	N	1	*	*,68,*
contig_91	41158	3	N	N	1	*	*,91,*
contig_173	40999	3	N	N	1	*	*,173,*
contig_24	40652	4	N	N	1	*	*,24,*
contig_80	40458	4	N	N	1	*	71,80,*
contig_78	40454	5	N	N	1	*	71,78,-71
contig_172	40399	5	N	N	1	*	*,172,*
contig_89	40211	3	N	N	1	*	*,89,*
contig_161	40030	4	N	N	1	*	*,161,*
contig_227	39256	3	N	N	1	*	*,227,*
contig_19	39159	3	N	N	1	*	*,19,*
contig_207	38722	4	N	N	1	*	*,207,*
contig_13	38713	3	N	N	1	*	*,13,*
contig_49	38252	6	N	N	1	*	*,49,*
contig_43	38217	3	N	N	1	*	*,43,*
contig_27	37305	3	N	N	1	*	*,27,*
contig_244	36956	4	N	N	1	*	*,244,*
contig_65	36845	3	N	N	1	*	*,65,*
contig_123	36673	4	N	N	1	*	*,123,*
contig_26	35799	5	N	N	1	*	*,26,*
contig_25	35705	4	N	N	1	*	*,25,*
contig_152	35227	3	N	N	1	*	*,152,*
contig_150	35188	3	N	N	1	*	*,150,*
contig_11	34920	3	N	N	1	*	*,11,*
contig_180	34044	4	N	N	1	*	*,180,*
contig_160	33492	5	N	N	1	*	*,160,*
contig_41	33224	3	N	N	1	*	*,41,*
contig_133	32783	4	N	N	1	*	*,133,*
contig_220	32706	4	N	N	1	*	*,220,*
contig_99	32607	3	N	N	1	*	*,99,*
contig_267	32414	3	N	N	1	*	*,267,*
contig_22	31968	4	N	N	1	*	*,22,*
contig_230	31930	6	N	N	1	*	*,230,*
contig_165	31916	5	N	N	1	*	*,165,*
contig_264	31855	5	N	N	1	*	*,264,*
contig_158	31785	3	N	N	1	*	*,158,*
contig_218	31576	5	N	N	1	*	*,218,*
contig_145	31421	3	N	N	1	*	*,145,*
contig_114	31399	4	N	N	1	*	*,114,*
contig_29	31398	4	N	N	1	*	*,29,*
contig_208	30840	3	N	N	1	*	*,208,*
contig_121	30783	4	N	N	1	*	*,121,*
contig_134	30514	3	N	N	1	*	*,134,*
contig_232	30482	8	N	N	1	*	231,232,*
contig_122	30125	3	N	N	1	*	*,122,*
contig_170	29949	3	N	N	1	*	*,170,*
contig_70	29496	3	N	N	1	*	*,70,*
contig_240	29457	4	N	N	1	*	*,240,*
contig_190	29382	3	N	N	1	*	*,190,*
contig_84	29284	4	N	N	1	*	*,84,*
contig_105	29068	3	N	N	1	*	*,105,*
contig_179	28781	4	N	N	1	*	*,179,*
contig_116	28488	4	N	N	1	*	*,116,*
contig_69	28468	3	N	N	1	*	*,69,*
contig_135	28407	4	N	N	1	*	*,135,*
contig_128	27534	5	N	N	1	*	*,128,*
contig_109	27107	5	N	N	1	*	*,109,*
contig_129	26825	4	N	N	1	*	*,129,*
contig_228	25566	3	N	N	1	*	*,228,*
contig_249	25408	3	N	N	1	*	*,249,*
contig_187	25381	3	N	N	1	*	*,187,*
contig_211	25291	3	N	N	1	*	*,211,*
contig_55	25256	4	N	N	1	*	*,55,*
contig_147	25003	3	N	N	1	*	*,147,*
contig_206	24884	4	N	N	1	*	*,206,*
contig_260	24810	3	N	N	1	*	*,260,*
contig_148	24656	4	N	N	1	*	*,148,*
contig_23	24598	3	N	N	1	*	*,23,*
contig_59	24246	3	N	N	1	*	*,36,37,59,*
contig_151	23758	6	N	N	1	*	*,151,*
contig_47	23428	4	N	N	1	*	*,47,*
contig_194	23061	4	N	N	1	*	*,194,*
contig_189	23049	3	N	N	1	*	*,189,*
contig_193	22884	4	N	N	1	*	*,193,*
contig_177	22509	3	N	N	1	*	*,177,*
contig_233	22402	3	N	N	1	*	*,233,*
contig_130	22207	3	N	N	1	*	*,130,*
contig_215	22188	3	N	N	1	*	*,215,*
contig_252	22124	3	N	N	1	*	*,252,*
contig_138	21841	5	N	N	1	*	*,138,*
contig_184	21751	4	N	N	1	*	*,184,*
contig_166	21549	4	N	N	1	*	*,166,*
contig_216	20960	3	N	N	1	*	*,216,*
contig_229	20612	3	N	N	1	*	*,229,*
contig_163	20430	6	N	N	1	*	*,163,*
contig_268	20243	3	N	N	1	*	*,268,*
contig_235	20055	3	N	N	1	*	*,235,*
contig_153	19791	4	N	N	1	*	*,153,*
contig_213	18060	3	N	N	1	*	*,213,*
contig_231	17452	8	N	Y	1	*	231
contig_272	17392	6	N	N	1	*	*,272,*
contig_195	17268	3	N	N	1	*	*,195,*
contig_174	17030	3	N	N	1	*	*,174,*
contig_159	16955	3	N	N	1	*	*,159,*
contig_253	16599	4	N	N	1	*	*,253,*
contig_196	16341	4	N	N	1	*	*,196,*
contig_266	15987	3	N	N	1	*	*,266,*
contig_115	15917	5	N	N	1	*	*,115,*
contig_254	15890	3	N	N	1	*	*,254,*
contig_188	15748	3	N	N	1	*	*,188,*
contig_217	15732	3	N	N	1	*	*,217,*
contig_222	15565	3	N	N	1	*	*,222,*
contig_146	15362	3	N	N	1	*	*,146,*
contig_202	15270	3	N	N	1	*	*,202,*
contig_181	14150	3	N	N	1	*	*,181,*
contig_197	14131	3	N	N	1	*	*,197,*
contig_60	13601	3	N	N	1	*	*,60,*
contig_234	13412	4	N	N	1	*	*,234,*
contig_72	13215	3	N	N	1	*	*,72,*
contig_143	13182	7	N	N	1	*	*,143,*
contig_226	13168	3	N	N	1	*	*,226,*
contig_239	13136	4	N	N	1	*	*,239,*
contig_241	13082	6	N	N	1	*	*,241,*
contig_186	12990	4	N	N	1	*	*,186,*
contig_156	12857	3	N	N	1	*	*,156,*
contig_28	12769	13	N	N	1	*	*,28,*
contig_127	12209	4	N	N	1	*	*,127,*
contig_31	12170	5	N	N	1	*	*,31,*
contig_247	11623	4	N	N	1	*	*,247,*
contig_256	11441	3	N	N	1	*	*,256,*
contig_205	11383	4	N	N	1	*	*,205,*
contig_242	11247	3	N	N	1	*	*,242,*
contig_261	10984	4	N	N	1	*	*,261,*
contig_204	10971	3	N	N	1	*	*,204,*
contig_155	10839	5	N	N	1	*	*,155,*
contig_75	10747	3	N	N	1	*	*,75,*
contig_101	10710	3	N	N	1	*	*,101,*
contig_251	9594	3	N	N	1	*	*,251,*
contig_269	9410	3	N	N	1	*	*,269,*
contig_132	9118	355	Y	N	1	*	132
contig_275	8943	4	N	N	1	*	*,275,*
contig_255	8601	3	N	N	1	*	*,255,*
contig_214	8501	4	N	N	1	*	*,214,*
contig_103	8483	3	N	N	1	*	*,103,*
contig_169	8289	3	N	Y	1	16	*,169,*
contig_258	8281	4	N	N	1	*	*,258,*
contig_223	8216	4	N	N	1	*	*,223,*
contig_168	8157	1	N	Y	1	16	*,168,*
contig_219	8040	3	N	N	1	*	*,219,*
contig_157	7993	3	N	N	1	*	*,157,*
contig_35	7948	3	N	N	1	*	*,35,*
contig_209	7023	3	N	N	1	*	*,209,*
contig_81	7011	3	N	N	1	*	*,81,*
contig_259	6545	3	N	N	1	*	*,259,*
contig_238	6452	4	N	N	1	*	*,238,*
contig_236	6309	4	N	N	1	*	*,236,*
contig_178	6084	4	N	N	1	*	*,178,*
contig_17	6083	3	N	N	1	*	*,17,*
contig_32	6026	4	N	N	1	*	*,32,*
contig_95	5997	23	N	N	1	*	95,96,97,-96
contig_198	5830	4	N	N	1	*	*,198,*
contig_71	5564	52	N	Y	1	*	71
contig_200	5262	3	N	Y	1	14	*,200,*
contig_199	5119	1	N	Y	1	14	*,199,*
contig_33	4938	4	N	N	1	*	*,33,*
contig_167	4835	3	N	N	1	*	*,167,*
contig_203	4660	3	N	N	1	*	*,203,*
contig_271	3797	27	N	N	1	*	*,271,*
contig_76	3495	3	N	N	1	*	*,76,*
contig_63	1651	7	N	Y	1	12	*,63
contig_62	1414	2	N	Y	1	12	*,62,*
contig_64	1227	6	N	Y	1	12	64,*
contig_46	899	2323	Y	Y	8	10	46
contig_8	694	2258	N	Y	7	8	8
contig_9	694	2354	N	Y	8	8	9
