#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_26	104174	13	N	N	1	*	*,18,19,20,20,12,12,12,26,-51,-51,-51,-51,-51,-51,-51,-51,-51
contig_435	102926	4	N	N	1	*	*,435,*
contig_86	98151	6	N	N	1	*	*,86,*
contig_463	97838	4	N	N	1	*	*,463,*
contig_308	96654	5	N	N	1	*	*,308,*
contig_83	95462	6	N	N	1	*	*,83,70,75
contig_438	94734	5	N	N	1	*	*,438,*
contig_115	91819	10	N	N	1	*	115,*
contig_596	91321	3	N	N	1	*	*,596,*
contig_305	90948	6	N	N	1	*	303,304,305,*
contig_565	90485	5	N	N	1	*	*,565,*
contig_476	88761	7	N	N	1	*	*,476,*
contig_461	86822	4	N	N	1	*	*,461,*
contig_446	85680	7	N	N	1	*	*,443,446,*
contig_419	83255	4	N	N	1	*	*,419,*
contig_103	82887	8	N	N	1	*	-75,103,*
contig_639	82700	4	N	N	1	*	*,639,*
contig_433	82127	3	N	N	1	*	*,433,*
contig_439	81992	3	N	N	1	*	*,439,*
contig_887	81819	12	N	N	1	*	-258,-257,-256,887
contig_204	81649	10	N	N	1	*	*,204,*
contig_920	80281	189	Y	N	2	*	920
contig_208	79773	3	N	N	1	*	*,208,*
contig_908	78902	4	N	N	1	*	*,908,*
contig_178	77613	7	N	N	1	*	76,161,162,162,165,166,166,178,*
contig_893	77093	4	N	N	1	*	*,893,*
contig_554	75971	6	N	N	1	*	*,554,*
contig_131	75767	6	N	N	1	*	*,131,*
contig_295	75352	7	N	N	1	*	278,281,283,295,*
contig_229	74304	17	N	N	1	*	258,229,-41,-38
contig_502	73907	4	N	N	1	*	*,502,*
contig_44	72109	9	N	N	1	*	*,44,*
contig_95	72086	4	N	N	1	*	*,95,*
contig_328	71887	3	N	N	1	*	*,328,*
contig_551	71211	6	N	N	1	*	*,551,*
contig_795	70752	4	N	N	1	*	*,795,*
contig_340	70249	5	N	N	1	*	*,340,*
contig_356	66931	8	N	N	1	*	*,356,*
contig_520	66716	3	N	N	1	*	*,520,*
contig_355	66346	8	N	N	1	*	*,355,*
contig_219	66201	7	N	N	1	*	*,219,*
contig_904	65132	5	N	N	1	*	*,904,*
contig_286	64727	8	N	N	1	*	277,278,281,286,*
contig_651	64586	3	N	N	1	*	*,651,*
contig_747	64251	5	N	N	1	*	*,747,*
contig_611	64034	4	N	N	1	*	*,611,*
contig_46	63608	12	N	N	1	*	46,-51,-51,-51
contig_545	63565	4	N	N	1	*	*,545,*
contig_685	63176	4	N	N	1	*	*,685,*
contig_462	61844	8	N	N	1	*	*,462,*
contig_609	61495	5	N	N	1	*	*,609,*
contig_334	61418	4	N	N	1	*	*,334,*
contig_248	61359	5	N	N	1	*	248,*
contig_437	61272	12	N	N	1	*	*,900,437,*
contig_474	61226	5	N	N	1	*	*,474,*
contig_535	60796	4	N	N	1	*	*,535,*
contig_589	60344	4	N	N	1	*	*,589,*
contig_130	60164	8	N	N	1	*	*,130,*
contig_404	59794	5	N	N	1	*	*,404,*
contig_676	59653	4	N	N	1	*	*,676,*
contig_541	59611	3	N	N	1	*	*,541,*
contig_432	59201	5	N	N	1	*	*,432,*
contig_210	58875	5	N	N	1	*	*,210,*
contig_657	58866	4	N	N	1	*	*,657,*
contig_417	58664	4	N	N	1	*	*,417,*
contig_534	58607	8	N	N	1	*	*,534,*
contig_445	58511	9	N	N	1	*	*,443,445,*
contig_885	58301	12	N	N	1	*	258,885
contig_583	58031	4	N	N	1	*	*,583,*
contig_487	58007	3	N	N	1	*	*,487,*
contig_509	56448	7	N	N	1	*	*,509,*
contig_784	56365	4	N	N	1	*	*,784,*
contig_853	56325	4	N	N	1	*	*,853,*
contig_403	55324	4	N	N	1	*	*,403,*
contig_324	55082	3	N	N	1	*	*,324,*
contig_603	54704	3	N	N	1	*	*,603,*
contig_184	54700	4	N	N	1	*	-277,-874,184,*
contig_89	54250	4	N	N	1	*	89,*
contig_100	53924	4	N	N	1	*	100,*
contig_880	53853	6	N	N	1	*	*,880,*
contig_871	53422	5	N	N	1	*	*,871,*
contig_618	53236	4	N	N	1	*	*,618,*
contig_906	53029	12	N	N	1	*	*,906,*
contig_823	52874	4	N	N	1	*	*,823,*
contig_406	52853	4	N	N	1	*	*,406,*
contig_528	52548	4	N	N	1	*	*,528,*
contig_457	52258	4	N	N	1	*	*,457,*
contig_681	52245	4	N	N	1	*	*,681,*
contig_912	51930	5	N	N	1	*	*,912,*
contig_360	51774	4	N	N	1	*	*,359,360,*
contig_870	51443	8	N	N	1	*	870
contig_392	51400	4	N	N	1	*	*,392,*
contig_739	51322	4	N	N	1	*	*,739,*
contig_226	51194	4	N	N	1	*	*,226,*
contig_450	50068	4	N	N	1	*	*,450,*
contig_416	50040	5	N	N	1	*	*,416,*
contig_658	49490	9	N	N	1	*	*,918,658,-918,*
contig_644	49445	6	N	N	1	*	*,644,*
contig_917	49200	165	Y	N	1	*	917
contig_561	49098	5	N	N	1	*	*,561,*
contig_374	48753	5	N	N	1	*	*,374,*
contig_518	48163	4	N	N	1	*	*,518,*
contig_896	48092	4	N	N	1	*	*,896,*
contig_562	48010	4	N	N	1	*	*,562,*
contig_542	47910	3	N	N	1	*	*,542,*
contig_927	47321	4	N	N	1	*	*,927,*
contig_507	46804	5	N	N	1	*	*,507,*
contig_484	46764	4	N	N	1	*	*,484,*
contig_430	46668	3	N	N	1	*	*,899,430,*
contig_525	46418	4	N	N	1	*	*,525,*
contig_154	46373	8	N	N	1	*	*,154,*
contig_616	46219	3	N	N	1	*	*,616,*
contig_245	46176	4	N	N	1	*	*,245,*
contig_366	45258	4	N	N	1	*	*,366,*
contig_571	44887	4	N	N	1	*	*,571,*
contig_697	44670	4	N	N	1	*	*,697,*
contig_129	44563	3	N	N	1	*	*,129,*
contig_158	44219	5	N	N	1	*	*,158,-166,-161,-172,-168,-167,-166,-166,-165,-162,-162,-161,-161
contig_582	43983	4	N	N	1	*	*,582,*
contig_884	43697	4	N	N	1	*	*,884,*
contig_530	43211	375	N	N	3	*	532,530,529,532
contig_138	42679	11	N	Y	1	*	138
contig_890	42554	4	N	N	1	*	*,890,*
contig_92	42340	6	N	N	1	*	92,*
contig_455	41929	5	N	N	1	*	*,455,*
contig_330	41774	4	N	N	1	*	330,*
contig_776	41752	3	N	N	1	*	*,776,*
contig_924	41712	3	N	N	1	*	*,924,*
contig_620	41698	5	N	N	1	*	*,620,*
contig_78	41262	4	N	N	1	*	78,*
contig_624	40764	4	N	N	1	*	*,624,*
contig_399	40739	6	N	N	1	*	*,399,*
contig_588	40650	3	N	N	1	*	*,588,*
contig_93	40578	7	N	N	1	*	93,*
contig_608	40447	3	N	N	1	*	*,608,*
contig_689	40351	4	N	N	1	*	*,689,*
contig_882	40316	3	N	N	1	*	*,882,*
contig_915	40287	4	N	N	1	*	*,915,*
contig_133	40278	4	N	N	1	*	*,133,*
contig_467	40120	3	N	N	1	*	*,467,*
contig_459	40042	4	N	N	1	*	*,459,*
contig_359	39920	4	N	Y	1	*	*,359
contig_602	39624	4	N	N	1	*	*,602,*
contig_515	39421	7	N	N	1	*	*,515,*
contig_732	39354	4	N	N	1	*	*,732,*
contig_626	39334	4	N	N	1	*	*,626,*
contig_375	39310	5	N	N	1	*	*,375,*
contig_271	38604	3	N	N	1	*	*,271,*
contig_473	38329	8	N	N	1	*	*,473,*
contig_243	38145	3	N	N	1	*	*,243,*
contig_511	38112	4	N	N	1	*	*,511,*
contig_593	38071	3	N	N	1	*	*,593,*
contig_508	38022	4	N	N	1	*	*,508,*
contig_730	37850	3	N	N	1	*	*,730,*
contig_504	37807	4	N	N	1	*	*,504,*
contig_512	37720	4	N	N	1	*	*,512,*
contig_695	37268	4	N	N	1	*	*,695,*
contig_6	37139	8	N	N	1	*	277,278,280,281,6,*
contig_599	36645	4	N	N	1	*	*,599,*
contig_381	36454	5	N	N	1	*	*,381,*
contig_682	36267	3	N	N	1	*	*,682,*
contig_85	36255	8	N	N	1	*	85,*
contig_548	35963	4	N	N	1	*	*,548,*
contig_466	35863	5	N	N	1	*	*,466,*
contig_119	35827	6	N	N	1	*	*,119,*
contig_289	35564	8	N	N	1	*	278,281,289,*
contig_482	35530	4	N	N	1	*	*,482,*
contig_861	35501	13	N	N	1	*	861
contig_610	35400	799	N	Y	7	*	610
contig_677	35154	5	N	N	1	*	*,677,*
contig_598	35025	4	N	N	1	*	598,*
contig_765	35019	4	N	N	1	*	*,765,*
contig_361	34960	3	N	N	1	*	*,359,361,*
contig_185	34927	7	N	N	1	*	-277,-874,185,*
contig_299	34876	4	N	N	1	*	*,299,*
contig_540	34834	3	N	N	1	*	*,540,*
contig_720	34784	3	N	N	1	*	*,720,*
contig_348	34759	4	N	N	1	*	*,348,*
contig_192	34506	3	N	N	1	*	*,192,*
contig_574	34499	3	N	N	1	*	*,574,*
contig_838	34378	3	N	N	1	*	*,838,*
contig_503	34286	4	N	N	1	*	*,503,*
contig_646	34278	4	N	N	1	*	*,646,*
contig_919	33951	4	N	N	1	*	*,919,*
contig_449	33935	4	N	N	1	*	*,449,*
contig_597	33909	5	N	N	1	*	*,597
contig_396	33670	4	N	N	1	*	*,396,*
contig_761	33621	3	N	N	1	*	*,761,*
contig_521	33536	4	N	N	1	*	*,521,*
contig_424	33319	4	N	N	1	*	*,424,*
contig_60	33034	5	N	N	1	*	*,60,*
contig_841	32994	3	N	N	1	*	*,841,*
contig_301	32975	4	N	N	1	*	301,*
contig_553	32935	4	N	N	1	*	*,553,*
contig_526	32761	4	N	N	1	*	*,526,*
contig_514	32702	3	N	N	1	*	*,514,*
contig_194	32637	6	N	N	1	*	*,194,-283,293
contig_923	32548	370	Y	N	3	*	923
contig_706	32373	3	N	N	1	*	*,706,*
contig_656	32272	6	N	N	1	*	*,656,*
contig_389	32266	4	N	N	1	*	*,389,*
contig_826	31931	4	N	N	1	*	*,826,*
contig_654	31907	4	N	N	1	*	*,654,*
contig_645	31881	3	N	N	1	*	*,645,*
contig_780	31572	3	N	N	1	*	*,780,*
contig_337	31350	9	N	N	1	*	*,337,*
contig_87	31302	4	N	N	1	*	87,*
contig_498	31061	4	N	N	1	*	*,498,*
contig_659	30974	4	N	N	1	*	*,659,*
contig_827	30959	3	N	N	1	*	*,827,*
contig_148	30858	4	N	N	1	*	*,148,*
contig_653	30852	4	N	N	1	*	*,653,*
contig_384	30636	3	N	N	1	*	*,384,*
contig_576	30624	4	N	N	1	*	*,576,*
contig_431	30568	4	N	N	1	*	*,899,431,*
contig_631	30566	3	N	N	1	*	*,631,*
contig_755	30339	5	N	N	1	*	*,755,*
contig_729	30044	3	N	N	1	*	*,729,*
contig_664	29711	3	N	N	1	*	*,664,*
contig_643	29644	3	N	N	1	*	*,643,*
contig_454	29448	3	N	N	1	*	*,454,*
contig_691	29395	4	N	N	1	*	*,691,*
contig_125	29364	3	N	N	1	*	*,125,*
contig_768	29363	5	N	N	1	*	*,768,*
contig_888	29334	4	N	N	1	*	*,888,*
contig_570	29279	3	N	N	1	*	*,570,*
contig_11	29250	5	N	N	1	*	*,11,*
contig_740	29172	3	N	N	1	*	*,740,*
contig_726	28925	4	N	N	1	*	*,726,*
contig_851	28877	3	N	N	1	*	*,851,*
contig_717	28863	4	N	N	1	*	*,717,*
contig_443	28827	7	N	Y	1	*	*,443
contig_407	28794	4	N	N	1	*	*,407,*
contig_7	28597	4	N	N	1	*	*,7,*
contig_458	28306	5	N	N	1	*	458,*
contig_786	28159	4	N	N	1	*	*,786,*
contig_931	27891	3	N	N	1	*	*,931,*
contig_568	27745	3	N	N	1	*	*,568,*
contig_485	27628	4	N	N	1	*	*,485,*
contig_797	27473	4	N	N	1	*	*,797,*
contig_477	27418	3	N	N	1	*	*,477,*
contig_734	27397	3	N	N	1	*	*,734,*
contig_749	27288	3	N	N	1	*	*,749,*
contig_3	27268	6	N	N	1	*	*,3,*
contig_536	27071	3	N	N	1	*	*,536,*
contig_263	27011	14	N	N	1	*	*,263,*
contig_350	26932	4	N	N	1	*	*,350,*
contig_698	26591	4	N	N	1	*	*,698,*
contig_434	26223	4	N	N	1	*	*,434,*
contig_152	26142	3	N	N	1	*	*,152,*
contig_269	26101	4	N	N	1	*	*,269,*
contig_442	26083	4	N	N	1	*	*,442,*
contig_725	25834	3	N	N	1	*	*,725,*
contig_441	25784	4	N	N	1	*	*,441,*
contig_792	25775	6	N	N	1	*	*,792,*
contig_451	25497	3	N	N	1	*	*,451,*
contig_109	25454	6	N	N	1	*	109,*
contig_705	25330	4	N	N	1	*	*,705,*
contig_702	25254	4	N	N	1	*	*,702,*
contig_733	25232	4	N	N	1	*	*,733,*
contig_637	25151	3	N	N	1	*	*,637,*
contig_549	25115	4	N	N	1	*	*,549,*
contig_586	25084	5	N	N	1	*	*,586,*
contig_667	24881	6	N	N	1	*	*,667,*
contig_338	24871	6	N	N	1	*	*,338,*
contig_744	24824	4	N	N	1	*	*,744,*
contig_590	24719	3	N	N	1	*	*,590,*
contig_902	24590	4	N	N	1	*	902,*
contig_881	24563	5	N	N	1	*	*,881,*
contig_111	24547	4	N	N	1	*	111,*
contig_402	24457	4	N	N	1	*	*,402,*
contig_715	24433	4	N	N	1	*	*,715,*
contig_701	24395	4	N	N	1	*	*,701,*
contig_905	24320	5	N	N	1	*	138,905,*
contig_139	24282	4	N	N	1	*	*,139,*
contig_452	24207	4	N	N	1	*	*,452,*
contig_650	24070	4	N	N	1	*	*,650,*
contig_684	23926	4	N	N	1	*	*,684,*
contig_847	23855	3	N	N	1	*	*,847,*
contig_852	23772	3	N	N	1	*	*,852,*
contig_468	23751	5	N	N	1	*	*,468,*
contig_629	23616	5	N	N	1	*	*,629,*
contig_655	23541	3	N	N	1	*	*,655,*
contig_470	23486	8	N	N	1	*	138,470
contig_865	23224	7	N	N	1	*	865
contig_913	23101	4	N	N	1	*	*,913,*
contig_673	23100	5	N	N	1	*	*,673,*
contig_207	22984	5	N	N	1	*	*,207,*
contig_537	22771	6	N	Y	1	*	*,537
contig_754	22701	4	N	N	1	*	*,754,*
contig_692	22590	9	N	N	1	*	*,692,*
contig_216	22583	3	N	N	1	*	*,216,*
contig_829	22417	4	N	N	1	*	*,829,*
contig_82	22407	5	N	N	1	*	82,*
contig_686	22330	3	N	N	1	*	*,686,*
contig_662	22226	3	N	N	1	*	*,662,*
contig_767	22047	4	N	N	1	*	*,767,*
contig_716	22024	4	N	N	1	*	*,716,*
contig_524	21843	3	N	N	1	*	*,524,*
contig_622	21840	4	N	N	1	*	*,622,*
contig_791	21744	4	N	N	1	*	*,791,*
contig_479	21729	3	N	N	1	*	*,479,*
contig_825	21660	3	N	N	1	*	*,825,*
contig_652	21599	3	N	N	1	*	*,652,*
contig_928	21549	6	N	N	1	*	*,928,*
contig_714	21547	4	N	N	1	*	*,714,*
contig_262	21451	5	N	N	1	*	*,262,*
contig_79	21419	6	N	N	1	*	79,*
contig_94	21388	8	N	N	1	*	94,*
contig_833	21214	4	N	N	1	*	*,833,*
contig_563	21104	3	N	N	1	*	*,563,*
contig_821	21064	3	N	N	1	*	*,821,*
contig_102	21021	4	N	N	1	*	-875,102,875,321
contig_153	21020	5	N	N	1	*	*,153,*
contig_700	20994	5	N	N	1	*	*,700,*
contig_198	20749	3	N	N	1	*	*,198,*
contig_550	20724	4	N	N	1	*	*,550,*
contig_763	20698	4	N	N	1	*	*,763,*
contig_883	20433	3	N	N	1	*	*,883,*
contig_368	20413	4	N	N	1	*	*,368,*
contig_769	20406	3	N	N	1	*	*,769,*
contig_877	20347	3	N	N	1	*	*,877,*
contig_649	20337	3	N	N	1	*	*,649,*
contig_121	20291	5	N	N	1	*	*,121,*
contig_118	20207	3	N	N	1	*	*,118,*
contig_195	20100	4	N	N	1	*	*,195,*
contig_879	20050	6	N	N	1	*	*,879,*
contig_377	20020	4	N	N	1	*	*,377,*
contig_719	19959	5	N	N	1	*	*,719,*
contig_899	19787	8	N	Y	1	*	*,899
contig_844	19718	3	N	N	1	*	*,844,*
contig_926	19686	4	N	N	1	*	*,926,*
contig_587	19549	4	N	N	1	*	*,587,*
contig_805	19344	4	N	N	1	*	*,805,*
contig_846	19241	4	N	N	1	*	*,846,*
contig_743	19185	4	N	N	1	*	*,743,*
contig_200	19125	3	N	N	1	*	*,200,*
contig_117	19038	3	N	N	1	*	*,117,*
contig_543	19022	4	N	N	1	*	*,543,*
contig_737	18952	3	N	N	1	*	*,737,*
contig_704	18930	4	N	N	1	*	*,704,*
contig_575	18803	3	N	N	1	*	*,575,*
contig_836	18779	4	N	N	1	*	*,836,*
contig_921	18745	961	Y	N	8	*	921
contig_789	18737	5	N	N	1	*	*,789,*
contig_516	18603	4	N	N	1	*	*,516,*
contig_794	18478	5	N	N	1	*	*,794,*
contig_601	18424	4	N	N	1	*	*,601,*
contig_813	18362	3	N	N	1	*	*,813,*
contig_632	18133	3	N	N	1	*	*,632,*
contig_834	18099	5	N	N	1	*	*,834,*
contig_619	18074	3	N	N	1	*	*,619,*
contig_288	18020	5	N	N	1	*	*,288,*
contig_918	17988	7	N	Y	1	*	*,918
contig_274	17985	5	N	N	1	*	*,274,*
contig_391	17726	3	N	N	1	*	*,391,*
contig_513	17632	4	N	N	1	*	*,513,*
contig_547	17594	5	N	N	1	*	*,547,*
contig_891	17505	5	N	N	1	*	*,891,*
contig_816	17497	4	N	N	1	*	*,816,*
contig_264	17493	23	N	Y	1	*	264
contig_712	17386	3	N	N	1	*	*,712,*
contig_464	17376	3	N	N	1	*	*,464,*
contig_830	17324	4	N	N	1	*	*,830,*
contig_756	17272	4	N	N	1	*	*,756,*
contig_873	17240	22	N	Y	1	*	873
contig_811	17159	3	N	N	1	*	*,811,*
contig_123	17153	4	N	N	1	*	*,123,*
contig_612	17043	4	N	N	1	*	*,612,*
contig_854	16949	4	N	N	1	*	*,854,*
contig_186	16940	9	N	N	1	*	*,186,*
contig_573	16819	3	N	N	1	*	*,573,*
contig_309	16787	5	N	N	1	*	*,309,*
contig_801	16749	6	N	N	1	*	*,801,*
contig_607	16699	3	N	N	1	*	*,607,*
contig_265	16586	3	N	N	1	*	*,265,*
contig_465	16557	5	N	N	1	*	*,465,*
contig_641	16527	3	N	N	1	*	*,641,*
contig_842	16511	4	N	N	1	*	*,842,*
contig_736	16339	3	N	N	1	*	*,736,*
contig_74	16311	4	N	N	1	*	*,74,*
contig_572	16242	3	N	N	1	*	*,572,*
contig_770	16150	5	N	N	1	*	*,770,*
contig_820	16147	3	N	N	1	*	*,820,*
contig_290	16135	8	N	N	1	*	*,290,*
contig_866	16089	4	N	N	1	*	*,866,*
contig_10	16076	3	N	N	1	*	*,10,*
contig_225	16013	4	N	N	1	*	*,225,*
contig_613	15904	6	N	N	1	*	*,613,*
contig_710	15893	3	N	N	1	*	*,710,*
contig_727	15861	4	N	N	1	*	*,727,*
contig_808	15844	6	N	N	1	*	*,808,*
contig_342	15836	3	N	N	1	*	*,342,*
contig_665	15794	4	N	N	1	*	*,665,*
contig_617	15782	4	N	N	1	*	*,617,*
contig_244	15766	3	N	N	1	*	*,244,*
contig_868	15739	10	N	N	1	*	*,868,*
contig_897	15730	4	N	N	1	*	*,897,*
contig_630	15698	3	N	N	1	*	*,630,*
contig_796	15634	3	N	N	1	*	*,796,*
contig_222	15601	4	N	N	1	*	*,222,*
contig_215	15560	5	N	N	1	*	*,215,*
contig_683	15441	3	N	N	1	*	*,683,*
contig_666	15432	4	N	N	1	*	*,666,*
contig_146	15416	4	N	N	1	*	*,146,*
contig_246	15389	3	N	N	1	*	*,246,*
contig_863	15240	10	N	N	1	*	*,863,*
contig_114	15236	4	N	N	1	*	*,114,*
contig_371	15185	3	N	N	1	*	*,371,*
contig_707	15117	4	N	N	1	*	*,707,*
contig_517	15096	4	N	N	1	*	*,517,*
contig_298	15088	3	N	N	1	*	*,298,*
contig_876	15048	3	N	N	1	*	-277,-874,876,302
contig_223	15026	6	N	N	1	*	*,223,*
contig_151	15019	3	N	N	1	*	*,151,*
contig_189	15003	2	N	N	1	*	*,189,*
contig_594	14992	3	N	N	1	*	*,594,*
contig_832	14945	5	N	N	1	*	*,832,*
contig_932	14932	4	N	N	1	*	*,932,*
contig_828	14900	3	N	N	1	*	*,828,*
contig_627	14876	3	N	N	1	*	*,627,*
contig_559	14805	3	N	N	1	*	*,559,*
contig_774	14765	5	N	N	1	*	*,774,*
contig_694	14731	6	N	N	1	*	*,694,*
contig_319	14563	3	N	N	1	*	*,319,*
contig_810	14560	3	N	N	1	*	*,810,*
contig_807	14476	5	N	N	1	*	*,807,*
contig_255	14416	4	N	N	1	*	*,255,*
contig_112	14415	6	N	N	1	*	*,112,*
contig_106	14411	5	N	N	1	*	*,106,*
contig_127	14389	3	N	N	1	*	*,127,*
contig_914	14320	5	N	N	1	*	*,914,*
contig_775	14247	4	N	N	1	*	*,775,*
contig_724	14209	4	N	N	1	*	*,724,*
contig_773	14167	4	N	N	1	*	*,773,*
contig_818	14165	6	N	N	1	*	*,818,*
contig_61	14152	4	N	N	1	*	*,61,*
contig_831	14148	4	N	N	1	*	*,831,*
contig_799	14144	3	N	N	1	*	*,799,*
contig_408	14136	13	N	N	1	*	*,408,*
contig_1	14039	2927	Y	N	24	*	1
contig_448	14018	4	N	N	1	*	*,448,*
contig_600	13998	3	N	N	1	*	*,600,*
contig_892	13956	3	N	N	1	*	*,892,*
contig_144	13898	6	N	N	1	*	*,144,*
contig_218	13896	4	N	N	1	*	*,218,*
contig_856	13811	3	N	N	1	*	*,856,*
contig_709	13797	5	N	N	1	*	*,709,*
contig_501	13770	5	N	N	1	*	*,501,*
contig_741	13704	3	N	N	1	*	*,741,*
contig_731	13678	3	N	N	1	*	*,731,*
contig_798	13661	5	N	N	1	*	*,798,*
contig_577	13610	5	N	N	1	*	*,577,*
contig_325	13583	4	N	N	1	*	*,325,*
contig_625	13476	3	N	N	1	*	*,625,*
contig_344	13447	3	N	N	1	*	*,344,*
contig_678	13442	4	N	N	1	*	*,678,*
contig_718	13409	4	N	N	1	*	*,718,*
contig_815	13389	3	N	N	1	*	*,815,*
contig_34	13360	5	N	N	1	*	*,20,12,12,12,13,14,14,15,21,22,34
contig_268	13333	3	N	N	1	*	*,268,*
contig_790	13290	4	N	N	1	*	*,790,*
contig_327	13285	3	N	N	1	*	*,327,*
contig_679	13271	3	N	N	1	*	*,679,*
contig_869	13185	5	N	N	1	*	*,869,*
contig_483	13161	3	N	N	1	*	*,483,*
contig_766	13136	3	N	N	1	*	*,766,*
contig_753	13121	6	N	N	1	*	*,753,*
contig_777	13111	3	N	N	1	*	*,777,*
contig_901	12974	3	N	N	1	*	*,901,*
contig_819	12969	3	N	N	1	*	*,819,*
contig_680	12915	3	N	N	1	*	*,680,*
contig_781	12906	3	N	N	1	*	*,781,*
contig_108	12890	3	N	N	1	*	*,108,*
contig_760	12882	5	N	N	1	*	*,760,*
contig_751	12867	3	N	N	1	*	*,751,*
contig_606	12844	3	N	N	1	*	*,606,*
contig_660	12819	3	N	N	1	*	*,660,*
contig_822	12812	5	N	N	1	*	*,822,*
contig_900	12784	17	N	Y	1	*	*,900
contig_315	12756	3	N	N	1	*	*,315,*
contig_211	12732	4	N	N	1	*	*,211,*
contig_835	12676	4	N	N	1	*	*,835,*
